trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 1.0}",20,13,-6.289041145326227,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2,False,"{'a': 0.01, 'e': 0.9900498337491681}",20,0,-83.33328116724854,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
3,False,"{'a': 0.01, 'e': 0.9801986733067553}",20,0,-170.58923165698664,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
4,False,"{'a': 0.01, 'e': 0.9704455335485082}",25,0,-176.81925306705213,"{0: 11, 1: 3, 2: 8, 3: 1, 4: 2}",0
5,False,"{'a': 0.01, 'e': 0.9607894391523232}",25,0,-145.52938224613047,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
6,False,"{'a': 0.01, 'e': 0.951229424500714}",35,1,-152.88273941243204,"{0: 20, 1: 6, 2: 6, 3: 0, 4: 2}",1
7,False,"{'a': 0.01, 'e': 0.9417645335842487}",25,3,-54.82577208280548,"{0: 14, 1: 7, 2: 0, 3: 0, 4: 1}",1
8,False,"{'a': 0.01, 'e': 0.9323938199059483}",30,16,-24.70972106963911,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
9,False,"{'a': 0.01, 'e': 0.9231163463866358}",20,0,-62.978810461036836,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
10,False,"{'a': 0.01, 'e': 0.9139311852712282}",25,0,-224.4234755659987,"{0: 12, 1: 3, 2: 6, 3: 0, 4: 4}",0
11,False,"{'a': 0.01, 'e': 0.9048374180359595}",25,0,-100.64683102707744,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
12,False,"{'a': 0.01, 'e': 0.8958341352965282}",20,0,-113.80480785698747,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
13,False,"{'a': 0.01, 'e': 0.8869204367171575}",20,0,-65.34182872073858,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
14,False,"{'a': 0.01, 'e': 0.8780954309205613}",20,0,-82.00172841478354,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
15,False,"{'a': 0.01, 'e': 0.8693582353988059}",25,0,-73.74948469551343,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
16,False,"{'a': 0.01, 'e': 0.8607079764250578}",25,0,-124.44368237788994,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
17,False,"{'a': 0.01, 'e': 0.8521437889662113}",20,0,-91.91018454618958,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
18,False,"{'a': 0.01, 'e': 0.8436648165963837}",20,0,-28.2103848331267,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",1
19,False,"{'a': 0.01, 'e': 0.835270211411272}",25,0,-277.13018587526994,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 5}",0
20,False,"{'a': 0.01, 'e': 0.8269591339433623}",35,0,-177.55263088489556,"{0: 18, 1: 3, 2: 12, 3: 1, 4: 1}",0
21,False,"{'a': 0.01, 'e': 0.8187307530779818}",30,0,-102.81505504564895,"{0: 22, 1: 3, 2: 1, 3: 3, 4: 1}",0
22,False,"{'a': 0.01, 'e': 0.8105842459701871}",35,0,-22.572937539159497,"{0: 29, 1: 2, 2: 3, 3: 1, 4: 0}",0
23,False,"{'a': 0.01, 'e': 0.8025187979624785}",20,5,-60.11580531405433,"{0: 7, 1: 1, 2: 7, 3: 0, 4: 0}",1
24,False,"{'a': 0.01, 'e': 0.794533602503334}",25,0,-59.20411760533175,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
25,False,"{'a': 0.01, 'e': 0.7866278610665535}",20,0,-88.52842404943007,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
26,False,"{'a': 0.01, 'e': 0.7788007830714049}",30,0,-79.84774810782766,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 0}",0
27,False,"{'a': 0.01, 'e': 0.7710515858035663}",20,0,-52.94580321521895,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
28,False,"{'a': 0.01, 'e': 0.7633794943368531}",20,0,-122.83506680342562,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
29,False,"{'a': 0.01, 'e': 0.7557837414557255}",20,1,-0.8224214414667197,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.01, 'e': 0.7482635675785653}",25,0,-101.8049189176969,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
31,False,"{'a': 0.01, 'e': 0.7408182206817179}",20,10,-46.53465565556897,"{0: 5, 1: 1, 2: 3, 3: 1, 4: 0}",1
32,False,"{'a': 0.01, 'e': 0.7334469562242892}",25,0,-23.307631828038353,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
33,False,"{'a': 0.01, 'e': 0.7261490370736909}",25,1,-116.00265712352665,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 2}",1
34,False,"{'a': 0.01, 'e': 0.7189237334319262}",20,0,-17.54658729727798,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
35,False,"{'a': 0.01, 'e': 0.7117703227626097}",20,5,-113.35220293221839,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 3}",1
36,False,"{'a': 0.01, 'e': 0.7046880897187134}",25,0,-60.6322625159836,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
37,False,"{'a': 0.01, 'e': 0.697676326071031}",25,12,-42.37358584012057,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
38,False,"{'a': 0.01, 'e': 0.6907343306373547}",20,13,-6.322391661110008,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
39,False,"{'a': 0.01, 'e': 0.6838614092123558}",30,22,-1.0076852889637056,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
40,False,"{'a': 0.01, 'e': 0.6770568744981647}",25,0,-130.4959635363537,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
41,False,"{'a': 0.01, 'e': 0.6703200460356393}",20,0,-37.619493568142246,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
42,False,"{'a': 0.01, 'e': 0.6636502501363194}",20,13,12.678690634327669,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.01, 'e': 0.6570468198150567}",20,0,-48.08916575091695,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
44,False,"{'a': 0.01, 'e': 0.6505090947233165}",20,8,-11.532215763530717,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
45,False,"{'a': 0.01, 'e': 0.6440364210831414}",30,0,-150.20491956147046,"{0: 21, 1: 1, 2: 3, 3: 3, 4: 2}",0
46,False,"{'a': 0.01, 'e': 0.6376281516217733}",30,0,-83.20253916959847,"{0: 24, 1: 0, 2: 3, 3: 2, 4: 1}",0
47,False,"{'a': 0.01, 'e': 0.631283645506926}",20,1,-88.18957044137207,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 1}",1
48,False,"{'a': 0.01, 'e': 0.6250022682827008}",30,0,-144.0405729737566,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
49,False,"{'a': 0.01, 'e': 0.6187833918061408}",20,0,-15.352918706966472,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
50,False,"{'a': 0.01, 'e': 0.6126263941844161}",25,0,-30.887569311431054,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
51,False,"{'a': 0.01, 'e': 0.6065306597126334}",30,0,-162.74421278103188,"{0: 21, 1: 0, 2: 5, 3: 1, 4: 3}",0
52,False,"{'a': 0.01, 'e': 0.6004955788122659}",20,0,-33.90289492893238,"{0: 15, 1: 3, 2: 0, 3: 2, 4: 0}",0
53,False,"{'a': 0.01, 'e': 0.5945205479701944}",20,0,-28.1635110864707,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
54,False,"{'a': 0.01, 'e': 0.5886049696783552}",20,0,7.713367559975455,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
55,False,"{'a': 0.01, 'e': 0.5827482523739896}",20,0,-114.66468269699583,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
56,False,"{'a': 0.01, 'e': 0.5769498103804866}",20,16,9.244409709801056,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.01, 'e': 0.5712090638488149}",20,4,-29.32511514221289,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
58,False,"{'a': 0.01, 'e': 0.5655254386995371}",25,0,-30.507958956755797,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
59,False,"{'a': 0.01, 'e': 0.559898366565402}",20,16,6.151543198263739,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.01, 'e': 0.5543272847345071}",25,0,-76.1208684469278,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
61,False,"{'a': 0.01, 'e': 0.5488116360940265}",25,14,3.936981136807294,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
62,False,"{'a': 0.01, 'e': 0.5433508690744998}",20,0,-48.51681834787213,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
63,False,"{'a': 0.01, 'e': 0.5379444375946745}",20,0,18.10751105148104,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
64,False,"{'a': 0.01, 'e': 0.5325918010068972}",20,0,-3.00110526476353,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
65,False,"{'a': 0.01, 'e': 0.5272924240430485}",25,0,-22.65253784843024,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
66,False,"{'a': 0.01, 'e': 0.522045776761016}",25,11,13.499067888601276,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.01, 'e': 0.5168513344916992}",20,2,-0.6855240696557767,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
68,False,"{'a': 0.01, 'e': 0.5117085777865424}",25,0,-53.21456985290418,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
69,False,"{'a': 0.01, 'e': 0.5066169923655895}",25,11,10.46651226832905,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
70,False,"{'a': 0.01, 'e': 0.5015760690660555}",25,0,-63.97639823078626,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
71,False,"{'a': 0.01, 'e': 0.49658530379140947}",20,12,-85.79326552214377,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 2}",1
72,False,"{'a': 0.01, 'e': 0.4916441974609651}",25,3,-39.64792038507563,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
73,False,"{'a': 0.01, 'e': 0.4867522559599717}",20,7,-7.500108824017628,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
74,False,"{'a': 0.01, 'e': 0.48190899009020244}",20,10,1.3852167212091846,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.01, 'e': 0.4771139155210344}",20,9,7.904620533011757,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
76,False,"{'a': 0.01, 'e': 0.4723665527410147}",25,8,2.710823197408336,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
77,False,"{'a': 0.01, 'e': 0.46766642700990924}",30,13,-64.54348579516737,"{0: 13, 1: 1, 2: 0, 3: 2, 4: 1}",1
78,False,"{'a': 0.01, 'e': 0.46301306831122807}",20,11,8.156302154683749,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.01, 'e': 0.4584060113052235}",25,12,5.130304696348861,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.01, 'e': 0.45384479528235583}",20,12,-33.68313600806777,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
81,False,"{'a': 0.01, 'e': 0.44932896411722156}",30,0,-54.0091255867463,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",1
82,False,"{'a': 0.01, 'e': 0.4448580662229411}",35,7,-9.350137789398488,"{0: 22, 1: 4, 2: 1, 3: 1, 4: 0}",1
83,False,"{'a': 0.01, 'e': 0.44043165450599925}",25,3,-106.42384563242094,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 2}",1
84,False,"{'a': 0.01, 'e': 0.43604928632153556}",25,0,-90.77526796220893,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
85,False,"{'a': 0.01, 'e': 0.43171052342907973}",25,12,-43.23713270632704,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
86,False,"{'a': 0.01, 'e': 0.4274149319487267}",20,14,10.471389252480012,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.01, 'e': 0.4231620823177488}",25,10,-17.27637623697165,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
88,False,"{'a': 0.01, 'e': 0.418951549247639}",30,20,-16.353328284230155,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
89,False,"{'a': 0.01, 'e': 0.4147829116815814}",20,7,-34.484852157960255,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.4106557527523455}",20,0,-58.581288949637745,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
91,False,"{'a': 0.01, 'e': 0.4065696597405991}",25,16,-12.26260947890438,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.40252422403363597}",30,1,-85.58657508207395,"{0: 22, 1: 0, 2: 4, 3: 2, 4: 1}",1
93,False,"{'a': 0.01, 'e': 0.39851904108451414}",20,9,0.08395446492225034,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
94,False,"{'a': 0.01, 'e': 0.3945537103716011}",20,10,14.105630982874747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.01, 'e': 0.3906278353585211}",20,16,7.3294934032424255,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.01, 'e': 0.3867410234545012}",20,0,-26.949660734472214,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
97,False,"{'a': 0.01, 'e': 0.38289288597511206}",25,15,-1.2979648894804914,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
98,False,"{'a': 0.01, 'e': 0.37908303810339883}",20,5,-20.334542391734633,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
99,False,"{'a': 0.01, 'e': 0.37531109885139957}",25,14,-1.2306871604212812,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.01, 'e': 0.3715766910220457}",35,0,-33.26985598898831,"{0: 29, 1: 3, 2: 2, 3: 0, 4: 1}",0
101,False,"{'a': 0.01, 'e': 0.36787944117144233}",25,0,-15.901614083303196,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
102,False,"{'a': 0.01, 'e': 0.3642189795715233}",25,7,-39.8033986032337,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
103,False,"{'a': 0.01, 'e': 0.3605949401730783}",20,11,18.07609884511066,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.3570069605691474}",30,15,-1.9027648994515423,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.01, 'e': 0.35345468195878016}",25,17,2.8780716497928274,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.01, 'e': 0.3499377491111553}",25,0,-146.1227072411893,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
107,False,"{'a': 0.01, 'e': 0.3464558103300574}",20,13,13.58893694373932,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.01, 'e': 0.34300851741870664}",25,8,-8.691628217068764,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.3395955256449391}",20,13,-0.1992887204393261,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.3362164937067333}",20,16,6.792281781633035,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.01, 'e': 0.33287108369807955}",20,0,4.934387903977992,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
112,False,"{'a': 0.01, 'e': 0.32955896107518906}",20,1,-45.38817782501106,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 1}",1
113,False,"{'a': 0.01, 'e': 0.32627979462303947}",35,12,25.054555907777473,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.3230332564222529}",20,0,3.9625374579959365,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
115,False,"{'a': 0.01, 'e': 0.31981902181630384}",30,16,8.438564737564327,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.01, 'e': 0.31663676937905316}",20,0,-6.285697204896304,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
117,False,"{'a': 0.01, 'e': 0.3134861808826053}",20,0,-35.1172437384685,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
118,False,"{'a': 0.01, 'e': 0.31036694126548503}",25,11,-22.640057613856936,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.30727873860113125}",20,0,-38.97234771635269,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
120,False,"{'a': 0.01, 'e': 0.3042212640667041}",20,0,-2.0166273290280237,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
121,False,"{'a': 0.01, 'e': 0.30119421191220214}",25,0,18.260738372363907,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
122,False,"{'a': 0.01, 'e': 0.2981972794298874}",25,15,-45.52584413914828,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
123,False,"{'a': 0.01, 'e': 0.2952301669240142}",30,13,-45.49061922854171,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
124,False,"{'a': 0.01, 'e': 0.2922925776808594}",30,0,-14.601046154057787,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
125,False,"{'a': 0.01, 'e': 0.2893842179390506}",20,14,11.141071798554865,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.2865047968601901}",25,14,-10.505432555732284,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.2836540264997704}",30,16,-29.230508833837217,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.01, 'e': 0.2808316217783798}",20,3,-24.689992624213087,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
129,False,"{'a': 0.01, 'e': 0.27803730045319414}",25,11,-30.653489551572765,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
130,False,"{'a': 0.01, 'e': 0.27527078308975234}",25,15,13.366517733862894,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.2725317930340126}",20,1,-51.67661545531548,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
132,False,"{'a': 0.01, 'e': 0.2698200563846868}",30,20,17.98756393349272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.26713530196585034}",20,9,20.50555781717671,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.26447726129982396}",25,17,1.3271165468080666,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.261845668580326}",25,8,11.878836175017923,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.2592402606458915}",30,8,14.037048335766102,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.2566607769535559}",30,11,-12.975322257173161,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.25410695955280027}",20,6,17.93535792318928,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.25157855305975646}",20,11,-9.587714588670154,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.24907530463166816}",20,13,12.210742377053904,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.24659696394160643}",30,18,20.53644386047208,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.2441432831534371}",30,19,-9.782859020752733,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.24171401689703645}",20,10,-43.775433616785826,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
